ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
39508,Giuseppe Gentile,M,25.0,190.0,83.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Triple Jump,Bronze
40677,Harvey Edward Glance,M,19.0,173.0,67.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
40942,"Beverley Lanita ""Bev"" Goddard-Callender",F,23.0,170.0,59.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
40942,"Beverley Lanita ""Bev"" Goddard-Callender",F,27.0,170.0,59.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
41360,"Maria Francisca Philomena ""Mia"" Gommers (-Hoogakkers)",F,29.0,166.0,53.0,Netherlands,NED,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 800 metres,Bronze
41634,Ral Gonzlez Rodrguez,M,32.0,175.0,64.0,Mexico,MEX,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 20 kilometres Walk,Silver
41634,Ral Gonzlez Rodrguez,M,32.0,175.0,64.0,Mexico,MEX,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 50 kilometres Walk,Gold
41779,Yelena Yegorovna Gorchakova,F,31.0,167.0,69.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's Javelin Throw,Bronze
42144,Tatyana Gennadyevna Goyshchik (-Nasonova),F,28.0,165.0,57.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
42211,"Samuel Louis ""Sam"" Graddy, III",M,20.0,178.0,70.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,Silver
42211,"Samuel Louis ""Sam"" Graddy, III",M,20.0,178.0,70.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
42289,"Timothy Joseph Michael ""Tim"" Graham",M,25.0,178.0,65.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
42293,Trevor Graham,M,24.0,182.0,71.0,Jamaica,JAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
42296,Winthrop Graham,M,22.0,178.0,72.0,Jamaica,JAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
42662,"Charles Edward ""Charlie"" Greene",M,23.0,173.0,69.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,Bronze
42662,"Charles Edward ""Charlie"" Greene",M,23.0,173.0,69.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
42872,Delorez Florence Griffith Joyner,F,24.0,170.0,57.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 200 metres,Silver
42872,Delorez Florence Griffith Joyner,F,28.0,170.0,57.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres,Gold
42872,Delorez Florence Griffith Joyner,F,28.0,170.0,57.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 200 metres,Gold
42872,Delorez Florence Griffith Joyner,F,28.0,170.0,57.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
42872,Delorez Florence Griffith Joyner,F,28.0,170.0,57.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
43869,Saida Gunba (-Kikidze),F,20.0,168.0,74.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's Javelin Throw,Silver
43949,Werner Gnthr,M,27.0,200.0,128.0,Switzerland,SUI,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Shot Put,Bronze
44045,Ilona Maria Gusenbauer (Majdan-),F,24.0,181.0,67.0,Austria,AUT,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's High Jump,Bronze
44060,Eduard Viktorovich Gushchin,M,28.0,192.0,126.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Shot Put,Bronze
44091,Bo Henning Gustafsson,M,29.0,175.0,64.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 50 kilometres Walk,Silver
45004,"Ervin Henry ""Erv"" Hall",M,21.0,183.0,75.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 110 metres Hurdles,Silver
45359,"Kathleen ""Kathy"" Hammond (-Tyson)",F,20.0,170.0,55.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 400 metres,Bronze
45359,"Kathleen ""Kathy"" Hammond (-Tyson)",F,20.0,170.0,55.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
45391,"Millard Frank Hampton, Jr.",M,20.0,180.0,75.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 200 metres,Silver
45391,"Millard Frank Hampton, Jr.",M,20.0,180.0,75.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
45590,Wolfgang Hanisch,M,29.0,187.0,105.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Javelin Throw,Bronze
45709,"Frederick Morgan ""Fred"" Hansen",M,23.0,183.0,75.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Pole Vault,Gold
46063,Arto Kalevi Hrknen,M,25.0,190.0,90.0,Finland,FIN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Javelin Throw,Gold
46159,"Daniel Lee ""Danny"" Harris",M,18.0,183.0,77.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,Silver
46251,"Edward James ""Eddie"" Hart",M,23.0,178.0,69.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
46839,"Robert Lee ""Bob"" Hayes",M,21.0,183.0,86.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,Gold
46839,"Robert Lee ""Bob"" Hayes",M,21.0,183.0,86.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
46991,"Susan Christina ""Sue"" Hearnshaw (-Telfer)",F,23.0,178.0,67.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Long Jump,Bronze
47003,Benjamin Basil Heatley,M,,,66.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Marathon,Silver
47276,Christina Heinich (-Schiffner),F,23.0,176.0,66.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
47453,Martina Helga Hellmann (Opitz-),F,27.0,178.0,85.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Discus Throw,Gold
47480,Margitta Helmbold-Gummel,F,27.0,177.0,90.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's Shot Put,Gold
47480,Margitta Helmbold-Gummel,F,31.0,,,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's Shot Put,Silver
47497,"Ingeborg ""Inge"" Helten",F,18.0,171.0,58.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 100 metres,Bronze
47497,"Ingeborg ""Inge"" Helten",F,18.0,171.0,58.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
47515,"David Peter ""Dave"" Hemery",M,24.0,187.0,72.0,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres Hurdles,Gold
47515,"David Peter ""Dave"" Hemery",M,28.0,187.0,72.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres Hurdles,Bronze
47515,"David Peter ""Dave"" Hemery",M,28.0,187.0,72.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
47664,Gerhard Hennige,M,28.0,189.0,81.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres Hurdles,Silver
47664,Gerhard Hennige,M,28.0,189.0,81.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
47692,"Markus Antonius ""Mark"" Henrich",M,27.0,185.0,72.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
48117,Jens-Peter Herold,M,23.0,176.0,64.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",Bronze
48173,Maurice Herriott,M,25.0,178.0,67.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver
48174,"Bernhard Erich ""Bernd"" Herrmann",M,24.0,191.0,80.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
48536,Klaus-Peter Hildenbrand,M,23.0,181.0,70.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 5,000 metres",Bronze
48599,"Thomas Lionel ""Tom"" Hill",M,22.0,186.0,75.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,Bronze
48689,Sterling Dale Hinds,M,22.0,180.0,82.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
48696,"James Ray ""Jim"" Hines",M,22.0,183.0,81.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,Gold
48696,"James Ray ""Jim"" Hines",M,22.0,,81.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
48701,Jrgen Hingsen,M,26.0,200.0,102.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,Silver
48734,Gabriele Hinzmann (Trepscheck-),F,29.0,178.0,80.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's Discus Throw,Bronze
48823,Jobst Hirscht,M,24.0,174.0,65.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
49169,Gunhild Hoffmeister,F,28.0,172.0,56.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 800 metres,Bronze
49169,Gunhild Hoffmeister,F,28.0,172.0,56.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Women's 1,500 metres",Silver
49169,Gunhild Hoffmeister,F,32.0,172.0,56.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Women's 1,500 metres",Silver
49204,Franz-Peter Hofmeister,M,24.0,185.0,71.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
49265,Christoph Hhne,M,27.0,171.0,62.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 50 kilometres Walk,Gold
49328,Willi Holdorf,M,24.0,182.0,90.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,Gold
49611,Volodymyr Stepanovych Holubnychiy,M,28.0,178.0,77.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 20 kilometres Walk,Bronze
49611,Volodymyr Stepanovych Holubnychiy,M,32.0,178.0,77.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 20 kilometres Walk,Gold
49611,Volodymyr Stepanovych Holubnychiy,M,36.0,178.0,77.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 20 kilometres Walk,Silver
49672,Ute Hommola,F,28.0,174.0,71.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's Javelin Throw,Bronze
49708,Gary Ronald Honey,M,25.0,183.0,70.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Long Jump,Silver
50331,Sherri Frances Howard,F,22.0,170.0,53.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
50331,Sherri Frances Howard,F,26.0,170.0,53.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
50335,Denean Elizabeth Howard-Hill,F,19.0,165.0,55.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
50335,Denean Elizabeth Howard-Hill,F,23.0,165.0,55.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
50403,Joslyn Yvonne Hoyte-Smith,F,25.0,163.0,52.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
50752,Miloslava Hbnerov-Rezkov,F,18.0,173.0,63.0,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's High Jump,Gold
51065,Heather Regina Hunte-Oakes,F,20.0,163.0,64.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
51065,Heather Regina Hunte-Oakes,F,24.0,163.0,64.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
51104,"Johanna Luann ""Joni"" Huntley (-Rueter)",F,27.0,173.0,61.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's High Jump,Bronze
51438,Dorothy Hyman,F,23.0,170.0,59.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
51713,Lyudmila Ivanovna Ignatyeva-Samotyosova,F,28.0,162.0,53.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
52146,Sheila Rena Ingram,F,19.0,161.0,51.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
52278,"Valeria ""Valy"" Ionescu (-Constantin)",F,23.0,172.0,64.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Long Jump,Silver
52716,Edgar Itt,M,21.0,186.0,75.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
52744,Paula Ivan (-Ilie),F,25.0,170.0,57.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 1,500 metres",Gold
52744,Paula Ivan (-Ilie),F,25.0,170.0,57.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 3,000 metres",Silver
52755,Vyacheslav Ivanovich Ivanenko,M,27.0,164.0,56.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 50 kilometres Walk,Gold
52899,Yevgeny Mikhaylovich Ivchenko,M,42.0,171.0,62.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 50 kilometres Walk,Bronze
53098,Colin Ray Jackson,M,21.0,182.0,75.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,Silver
53156,Grace Jackson-Small,F,27.0,178.0,61.0,Jamaica,JAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 200 metres,Silver
53202,Kim Simone Geraldine Jacobs,F,17.0,155.0,51.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
53338,Rita Jahn-Wilden,F,24.0,170.0,57.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 400 metres,Silver
53338,Rita Jahn-Wilden,F,24.0,170.0,57.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
53493,"George Lawrence ""Larry"" James",M,20.0,181.0,70.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,Silver
53493,"George Lawrence ""Larry"" James",M,20.0,181.0,70.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
53697,Eva Janko (Egger-),F,23.0,180.0,72.0,Austria,AUT,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's Javelin Throw,Bronze
53904,Zbigniew Jaremski,M,27.0,182.0,75.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
54164,Thomas Theodore Jefferson,M,22.0,183.0,75.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,Bronze
54241,Martin Jellinghaus,M,23.0,187.0,83.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
54273,David Andrew Jenkins,M,20.0,190.0,82.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
54297,William Bruce (-Caitlyn Marie) Jenner,M,26.0,188.0,88.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,Gold
54652,"Henry Winston ""Harry"" Jerome",M,24.0,180.0,77.0,Canada,CAN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,Bronze
54822,"Pamela Theresa ""Pam"" Jiles",F,21.0,168.0,62.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
54919,"Benjamin Wabura ""Ben"" Jipcho",M,29.0,170.0,71.0,Kenya,KEN,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver
55295,"Sabine John (Mbius-, -Paetz)",F,30.0,178.0,66.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Heptathlon,Silver
55335,"Benjamin Sinclair ""Ben"" Johnson, Jr.",M,22.0,177.0,75.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,Bronze
55335,"Benjamin Sinclair ""Ben"" Johnson, Jr.",M,22.0,177.0,75.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
55396,Jan Eric Johnson,M,21.0,180.0,70.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Pole Vault,Bronze
55653,Earl M. Jones,M,20.0,180.0,73.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,Bronze
55667,Hayes Wendell Jones,M,26.0,180.0,76.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 110 metres Hurdles,Gold
55685,"John Wesley ""Johnny"" Jones",M,18.0,183.0,77.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
56064,"Gregory Andrew ""Greg"" Joy",M,20.0,194.0,71.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's High Jump,Silver
56084,"Alfredrick Alphonzo ""Al"" Joyner",M,24.0,186.0,77.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Triple Jump,Gold
56085,"Jacqueline ""Jackie"" Joyner-Kersee",F,22.0,178.0,70.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Heptathlon,Silver
56085,"Jacqueline ""Jackie"" Joyner-Kersee",F,26.0,178.0,70.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Long Jump,Gold
56085,"Jacqueline ""Jackie"" Joyner-Kersee",F,26.0,178.0,70.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Heptathlon,Gold
56170,Alberto Juantorena Danger,M,25.0,190.0,84.0,Cuba,CUB,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,Gold
56170,Alberto Juantorena Danger,M,25.0,190.0,84.0,Cuba,CUB,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 800 metres,Gold
56308,Stefan Junge,M,21.0,195.0,85.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's High Jump,Silver
56913,Antti Tapani Kalliomki,M,29.0,184.0,77.5,Finland,FIN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Pole Vault,Silver
57263,Bernd Gerhard Kannenberg,M,30.0,176.0,75.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 50 kilometres Walk,Gold
57275,Paavo Tapio Kantanen,M,23.0,184.0,73.0,Finland,FIN,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze
57573,Julius Kariuki,M,27.0,181.0,62.0,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
57874,Dagmar Ksling (-Lhnenschlo),F,25.0,170.0,59.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
58042,Ryszard Katus,M,25.0,184.0,81.0,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,Bronze
58057,Evelin Kaufer (-Schmuck),F,19.0,160.0,53.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
58273,Tatyana Vasilyevna Kazankina (-Kovalenko),F,24.0,162.0,47.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 800 metres,Gold
58273,Tatyana Vasilyevna Kazankina (-Kovalenko),F,24.0,162.0,47.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Women's 1,500 metres",Gold
58273,Tatyana Vasilyevna Kazankina (-Kovalenko),F,28.0,162.0,47.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Women's 1,500 metres",Gold
58366,Mohamed Kedir,M,26.0,166.0,45.0,Ethiopia,ETH,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 10,000 metres",Bronze
58429,"Kipchoge Hezekieh ""Kip"" Keino",M,28.0,173.0,66.0,Kenya,KEN,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 1,500 metres",Gold
58429,"Kipchoge Hezekieh ""Kip"" Keino",M,28.0,173.0,66.0,Kenya,KEN,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 5,000 metres",Silver
58429,"Kipchoge Hezekieh ""Kip"" Keino",M,32.0,173.0,66.0,Kenya,KEN,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",Silver
58429,"Kipchoge Hezekieh ""Kip"" Keino",M,32.0,173.0,66.0,Kenya,KEN,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
58788,Francis Kerbiriou,M,21.0,178.0,66.0,France,FRA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
59323,Vasily Vladimirovich Khmelevsky,M,24.0,196.0,124.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Hammer Throw,Bronze
59459,Ivanka Marinova Khristova (Todorova-),F,30.0,172.0,83.0,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's Shot Put,Bronze
59459,Ivanka Marinova Khristova (Todorova-),F,34.0,172.0,83.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's Shot Put,Gold
59462,Tsvetanka Mincheva Khristova,F,26.0,175.0,85.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Discus Throw,Bronze
59606,Urszula Kielan (-Lipiec),F,19.0,176.0,57.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's High Jump,Silver
59700,"Pamela ""Pam"" Kilborn-Ryan (-Nelson)",F,25.0,157.0,52.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 80 metres Hurdles,Bronze
59700,"Pamela ""Pam"" Kilborn-Ryan (-Nelson)",F,29.0,157.0,52.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 80 metres Hurdles,Silver
59742,"Mary Elizabeth ""Molly"" Killingbeck",F,25.0,170.0,56.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
60400,Kipkemboi Kimeli,M,21.0,173.0,64.0,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 10,000 metres",Bronze
60401,Kenji Kimihara,M,27.0,167.0,58.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Marathon,Silver
60449,Manfred Kinder,M,30.0,184.0,73.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
60514,Roger Nona Kingdom,M,21.0,185.0,91.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,Gold
60514,Roger Nona Kingdom,M,26.0,185.0,91.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,Gold
60544,Jorma Vilho Paavali Kinnunen,M,26.0,175.0,77.5,Finland,FIN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Javelin Throw,Silver
60756,Nikolay Ivanovich Kirov,M,22.0,176.0,63.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,Bronze
60775,Jutta Kirst (Krautwurst-),F,25.0,177.0,62.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's High Jump,Bronze
60833,Antal Kiss,M,32.0,178.0,63.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 50 kilometres Walk,Silver
61044,Ulrike Klapezynski-Bruns,F,22.0,170.0,58.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Women's 1,500 metres",Bronze
61105,Joln Kleiber-Kontsek,F,29.0,178.0,84.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's Discus Throw,Bronze
61238,Romuald Iosifovich Klim,M,31.0,185.0,103.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Hammer Throw,Gold
